influencer_id,name,platform,niche,country,followers,following,follower_following_ratio,posts,account_creation_year,account_age_days,posting_freq_per_week,avg_likes,avg_comments,avg_views,engagement_rate,follower_growth_30d,bot_score,fraud_flag,sentiment_score,content_type,relevance_score,age_13_17_pct,age_18_24_pct,age_25_34_pct,age_35_44_pct,age_45_plus_pct,male_pct,female_pct,other_pct,estimated_cpa,estimated_roi_score
inf_101537,Reese Rodriguez,YouTube,Education,United Kingdom,6825,416,16.41,712,2017,3006,4,114,6,9286,0.0154,430,0.356,0,-0.425,Long-form,0.059,0.093,0.303,0.351,0.068,0.185,0.562,0.431,0.007,2327.34,0
inf_101538,Morgan Walker,Instagram,Photography,Mexico,8032,2522,3.18,86,2018,2741,5,78,7,243,0.016,21,0.131,0,-0.187,Photo,0.387,0.012,0.334,0.356,0.097,0.2,0.207,0.79,0.003,3318.09,0
inf_101539,Kendall Brown,YouTube,Travel,Indonesia,34446,7419,4.64,69,2016,3438,7,1139,200,78429,0.0281,-191,0.58,0,-0.108,Long-form,0.649,0.014,0.09,0.212,0.237,0.447,0.496,0.501,0.003,320.85,0
inf_101540,Harper Miller,TikTok,Tech,France,22338,3861,5.79,184,2021,1639,2,420,63,24811,0.018,865,0.335,0,-0.093,Live,0.517,0.003,0.1,0.299,0.029,0.569,0.382,0.616,0.002,813.42,0
inf_101541,Lee Taylor,Instagram,Fitness,Indonesia,16227,5363,3.03,299,2019,2454,4,167,25,652,0.0105,-671,0.064,0,0.356,Photo,0.652,0.003,0.116,0.157,0.128,0.596,0.084,0.916,0,2487.37,0
inf_101542,Dakota Miller,YouTube,Entertainment,Canada,2460,889,2.77,122,2021,1814,2,66,10,6484,0.0287,16,0.182,0,0.084,Shorts,0.126,0.049,0.15,0.336,0.047,0.417,0.768,0.227,0.005,260.72,0.052
inf_101543,Jamie Clark,Instagram,Gaming,France,500,72,6.94,199,2024,445,3,4,0,50,0.0096,4,0.684,1,-0.245,Reel,0.437,0.006,0.373,0.464,0.157,0,0.39,0.607,0.003,972.47,0
inf_101544,Riley Wilson,Twitter,Beauty,Indonesia,2358,570,4.14,252,2018,2900,5,63,8,190,0.0371,60,0.79,1,-0.149,Text,0.428,0.022,0.096,0.14,0.149,0.593,0.479,0.517,0.004,200.8,0
inf_101545,Drew Lopez,YouTube,Health,Brazil,43932,7824,5.62,647,2022,1280,1,635,49,98322,0.0211,-341,0.171,0,0.277,Shorts,0.34,0.047,0.185,0.226,0.133,0.41,0.875,0.124,0.001,898.12,0
inf_101546,Parker Perez,TikTok,Travel,United States,68527,4813,14.24,36,2024,626,2,702,126,100392,0.0123,336,0.32,0,-0.605,Short,0.231,0.003,0.142,0.331,0.105,0.418,0.237,0.763,0,1084.77,0
inf_101547,Cameron Wilson,YouTube,Travel,Canada,27574,5911,4.66,1189,2021,1783,7,946,61,72577,0.0294,5755,0.887,1,-0.391,Long-form,0.288,0.061,0.19,0.257,0.083,0.41,0.735,0.262,0.003,546.58,0.078
inf_101548,Alex Johnson,Instagram,Parenting,Mexico,12699,2133,5.95,100,2017,3121,1,420,48,1289,0.0309,30,0.589,0,-0.1,Carousel,0.134,0.031,0.209,0.444,0.01,0.306,0.311,0.686,0.003,387.69,0
inf_101549,Skyler Anderson,YouTube,Travel,Japan,16239,4283,3.79,257,2021,1718,7,332,21,33728,0.0208,72,0.185,0,0.148,Shorts,0.56,0.018,0.372,0.474,0.04,0.096,0.791,0.208,0.001,968.81,0
inf_101550,Hayden Nguyen,Twitter,Health,Australia,1817,436,4.17,170,2016,3405,4,87,3,144,0.0458,64,0.114,0,0.085,Text,0.007,0.044,0.29,0.141,0.193,0.332,0.161,0.839,0,140.61,0
inf_101551,Jamie Taylor,YouTube,Photography,Germany,7183,1354,5.31,133,2022,1172,4,312,34,10064,0.0416,197,0.32,0,0.127,Long-form,0.662,0.03,0.187,0.188,0.196,0.398,0.105,0.893,0.002,249.25,0
inf_101552,Rowan Smith,TikTok,Lifestyle,Brazil,106507,17948,5.93,240,2019,2284,2,1900,145,156734,0.0211,2720,0.326,0,0.015,Short,0.145,0.04,0.323,0.177,0.219,0.241,0.245,0.754,0.001,1586.27,0.022
inf_101553,Sam Martinez,TikTok,Education,Brazil,1632,528,3.09,101,2023,912,3,38,4,3722,0.0344,-64,0.165,0,0.302,Short,0.124,0.054,0.16,0.273,0.101,0.412,0.923,0.076,0.001,441.48,0.042
inf_101554,Parker Moore,Instagram,Lifestyle,Japan,84627,10196,8.3,27,2017,3027,5,3213,351,9173,0.0288,1937,0.388,0,-0.046,Photo,0.222,0.037,0.125,0.202,0.054,0.582,0.526,0.473,0.001,530.37,0.018
inf_101555,Kendall Robinson,Instagram,Art,Japan,3816,1652,2.31,134,2016,3359,4,51,5,64,0.0124,-58,0.524,0,-0.208,Reel,0.165,0.029,0.134,0.325,0.032,0.48,0.63,0.365,0.006,3579.6,0.032
inf_101556,Blake Martin,YouTube,Travel,Australia,73753,12634,5.84,148,2017,3227,2,1815,72,83398,0.0213,5144,0.218,0,-0.294,Shorts,0.306,0.022,0.104,0.077,0.01,0.786,0.234,0.766,0,1644.75,0.025
inf_101557,Parker Martinez,Instagram,Entertainment,Germany,673,106,6.35,45,2019,2510,5,12,1,50,0.0187,7,0.195,0,-0.013,Story,0,0.023,0.057,0.183,0.08,0.657,0.291,0.709,0,1494.69,0
inf_101558,Robin Patel,TikTok,Tech,France,18825,3326,5.66,549,2021,1533,7,313,46,43093,0.0138,78,0.205,0,0.036,Short,0.402,0.016,0.05,0.154,0.079,0.701,0.402,0.598,0,1885.04,0
inf_101559,Jules Wang,Twitter,Art,India,1360,143,9.51,52,2017,3206,1,37,2,119,0.0256,76,0.352,0,-0.054,Text,0.314,0.102,0.188,0.359,0.032,0.319,0.443,0.554,0.002,2573.9,0
inf_101560,Emerson Garcia,Instagram,Health,Japan,664,57,11.65,105,2019,2337,9,11,1,50,0.0278,31,0.14,0,-0.404,Reel,0.061,0.085,0.363,0.313,0.026,0.213,0.466,0.534,0,861.65,0.001
inf_101561,Kendall Kumar,Instagram,Tech,Kenya,9063,287,31.58,34,2019,2539,5,91,9,122,0.0077,26,0.23,0,0.154,Story,0.099,0.015,0.241,0.419,0.027,0.297,0.515,0.484,0.001,2196.81,0.035
inf_101562,Dakota Davis,TikTok,Art,India,37072,10490,3.53,153,2021,1692,5,705,111,40439,0.0225,-938,0.468,0,0.019,Short,0.285,0.025,0.153,0.361,0.136,0.324,0.608,0.391,0.001,821.81,0.029
inf_101563,Elliot Gonzalez,Instagram,Photography,Spain,1653,578,2.86,74,2022,1159,7,25,3,50,0.0217,-71,0.279,0,0.239,Photo,0.489,0.006,0.283,0.247,0.192,0.272,0.353,0.641,0.006,5000,0.073
inf_101564,Rowan Smith,TikTok,Parenting,France,670,226,2.96,134,2017,2991,1,18,0,1613,0.0401,-14,0.171,1,0.014,Live,0.511,0.019,0.199,0.236,0.166,0.381,0.05,0.949,0.001,644.86,0.078
inf_101565,Skyler Smith,Instagram,Finance,United Kingdom,5515,2072,2.66,51,2021,1767,1,211,33,324,0.0326,108,0.249,0,-0.236,Reel,0.392,0.029,0.309,0.272,0.033,0.358,0.671,0.329,0.001,1356.69,0.047
inf_101566,Sydney Thomas,YouTube,Education,Nigeria,7691,602,12.78,11,2016,3583,1,128,19,11961,0.0143,43,0.178,0,0.05,Long-form,0.125,0.029,0.309,0.277,0.056,0.329,0.85,0.147,0.003,5000,0.021
inf_101567,Jamie Davis,Instagram,Parenting,United Kingdom,15362,1702,9.03,302,2022,1204,1,567,79,1707,0.0318,-278,0.305,0,0.62,Story,0.121,0.057,0.23,0.205,0.012,0.497,0.284,0.71,0.006,299.23,0
inf_101568,Robin Martinez,YouTube,Food,Nigeria,40422,8824,4.58,205,2016,3517,5,1289,121,117422,0.0239,-71,0.189,0,-0.135,Long-form,0.246,0.055,0.185,0.139,0.144,0.477,0.368,0.629,0.003,5000,0
inf_101569,Taylor Gonzalez,YouTube,Travel,Australia,8044,1000,8.04,83,2017,2995,1,140,19,24115,0.0198,2897,1,1,-0.173,Shorts,0.351,0.08,0.116,0.25,0.272,0.281,0.463,0.536,0.001,4636.59,0
inf_101570,Drew Lopez,YouTube,Food,Germany,172231,58230,2.96,10,2023,912,2,2616,252,494800,0.0145,7507,0.37,0,-0.229,Shorts,0.055,0.047,0.081,0.293,0.144,0.435,0.656,0.344,0,2825.24,0
inf_101571,Elliot Thomas,Instagram,Health,Philippines,9146,3108,2.94,401,2024,431,2,116,15,365,0.0117,572,0.634,0,-0.034,Carousel,0.287,0.061,0.116,0.279,0.129,0.415,0.551,0.444,0.006,2733.98,0.014
inf_101572,Avery Robinson,TikTok,Health,Brazil,4234,390,10.86,37,2023,1046,4,67,10,9803,0.0116,-45,0.028,0,-0.147,Short,0.039,0.041,0.353,0.213,0.062,0.331,0.749,0.25,0.001,1309.63,0.031
inf_101573,Reese Martin,TikTok,Travel,Spain,559,13,43,534,2020,1863,4,3,0,1313,0.007,19,0.195,1,-0.007,Short,0.246,0.019,0.12,0.467,0.272,0.122,0.174,0.826,0,2466.73,0.018
inf_101574,Reese Wang,Instagram,Art,Kenya,4196,1531,2.74,130,2017,2991,2,130,12,466,0.0228,130,0.422,0,0.367,Photo,0.366,0.026,0.389,0.296,0.142,0.147,0.124,0.87,0.006,1066.29,0
inf_101575,Casey Wang,Instagram,Finance,Canada,3729,1235,3.02,83,2020,1998,2,10,1,50,0.004,202,0.192,0,0.296,Photo,0.106,0.067,0.252,0.314,0.161,0.206,0.442,0.557,0.001,5000,0
inf_101576,Skyler Davis,Instagram,Entertainment,Spain,29698,2109,14.08,271,2022,1201,3,471,17,1100,0.0131,307,0.16,0,0.046,Photo,0.297,0.013,0.163,0.147,0.019,0.659,0.27,0.727,0.003,2593.37,0
inf_101577,Finley Miller,YouTube,Health,Philippines,18541,1931,9.6,419,2021,1821,4,534,19,26413,0.0261,-250,0.44,0,0.007,Long-form,0.138,0.055,0.138,0.114,0.022,0.671,0.589,0.409,0.002,967.91,0
inf_101578,Robin Davis,YouTube,Entertainment,Australia,1341,56,23.95,93,2020,2150,7,65,7,2069,0.0391,-23,0.706,1,0.212,Long-form,0.396,0.035,0.143,0.324,0.054,0.444,0.568,0.431,0,2242.88,0.034
inf_101579,Elliot Garcia,YouTube,Photography,United States,11653,3191,3.65,105,2021,1690,2,83,10,24255,0.0115,112,0.269,0,-0.522,Long-form,0.386,0.008,0.221,0.131,0.113,0.527,0.836,0.164,0,2466.5,0
inf_101580,Jamie Moore,Instagram,Food,Kenya,18709,3869,4.84,114,2017,3236,4,318,14,1057,0.0257,231,0.472,0,-0.128,Photo,0.627,0.036,0.132,0.496,0.238,0.098,0.745,0.252,0.003,687,0.024
inf_101581,Drew Gonzalez,Instagram,Health,Kenya,73659,28440,2.59,511,2023,939,1,806,77,2910,0.0167,1339,0.437,0,0.456,Carousel,0.276,0.067,0.05,0.298,0.234,0.352,0.412,0.583,0.005,154.77,0.061
inf_101582,Drew Smith,YouTube,Photography,Australia,36599,10666,3.43,236,2021,1466,6,618,21,56061,0.0157,-1167,0.599,0,0.222,Long-form,0.167,0.058,0.118,0.095,0.234,0.494,0.887,0.11,0.003,5000,0
inf_101583,Sam Smith,YouTube,Tech,Kenya,29885,5379,5.56,57,2024,394,4,689,80,38285,0.0213,1459,0.808,1,-0.114,Live,0.4,0.032,0.236,0.181,0.028,0.523,0.77,0.228,0.002,987.39,0
inf_101584,Casey White,Twitter,Art,United States,4869,321,15.17,41,2021,1740,6,106,16,418,0.0166,-149,0.25,0,-0.533,Text,0.381,0.007,0.256,0.387,0.186,0.164,0.788,0.208,0.004,2879.42,0
inf_101585,Quinn Lewis,Instagram,Fashion,Kenya,11892,369,32.23,52,2017,3175,7,237,32,401,0.0205,579,0.176,0,-0.49,Reel,0.294,0.007,0.235,0.313,0.24,0.205,0.452,0.546,0.002,2803.35,0
inf_101586,Parker Anderson,YouTube,Parenting,Mexico,65316,3704,17.63,61,2022,1195,5,843,67,58746,0.0197,20,0.366,0,-0.483,Long-form,0.129,0.046,0.321,0.125,0.12,0.388,0.76,0.24,0,1386.44,0.025
inf_101587,Hayden Garcia,Instagram,Entertainment,Philippines,757,90,8.41,52,2021,1503,4,21,3,66,0.0374,49,0.128,0,-0.254,Carousel,0.738,0.002,0.171,0.05,0.022,0.755,0.089,0.906,0.005,1083.82,0
inf_101588,Reese Perez,Instagram,Fitness,Germany,3653,549,6.65,215,2020,1893,1,78,9,120,0.0355,-155,0.299,0,-0.221,Story,0.246,0.052,0.158,0.141,0.13,0.52,0.631,0.368,0.001,383.75,0.03
inf_101589,Drew Garcia,TikTok,Food,Spain,2142,292,7.34,25,2017,3143,4,47,7,2952,0.018,97,0.26,0,0.362,Short,0.14,0.006,0.285,0.244,0.076,0.389,0.105,0.895,0,1547.07,0
inf_101590,Quinn Hall,YouTube,Parenting,Germany,16227,5621,2.89,98,2016,3590,2,377,47,17678,0.0186,-340,0.111,0,-0.34,Shorts,0.248,0.005,0.175,0.31,0.188,0.322,0.626,0.372,0.002,1720.17,0
inf_101591,Reese Miller,Twitter,Travel,India,31665,8641,3.66,196,2019,2396,2,1170,208,1762,0.0264,-731,0.183,0,-0.16,Thread,0.089,0.041,0.481,0.207,0.056,0.215,0.114,0.885,0.001,911.79,0.03
inf_101592,Riley Gonzalez,Instagram,Tech,Mexico,2458,1003,2.45,69,2023,899,1,49,7,134,0.0218,147,0.042,0,0.27,Reel,0.234,0.022,0.129,0.479,0.097,0.273,0.224,0.773,0.002,1220.61,0.147
inf_101593,Reese Harris,Instagram,Art,Indonesia,500,51,9.8,14,2023,733,3,10,1,50,0.0338,16,0.245,0,0.095,Reel,0.425,0.053,0.183,0.109,0.194,0.462,0.277,0.721,0.002,2300.75,0
inf_101594,Harper Martinez,TikTok,Beauty,United Kingdom,3811,1054,3.62,17,2020,2114,2,93,7,5899,0.031,-131,0.231,0,0.189,Short,0.232,0.02,0.175,0.174,0.071,0.56,0.407,0.59,0.003,2394.03,0.01
inf_101595,Sydney Miller,YouTube,Beauty,India,38152,15316,2.49,27,2024,666,2,1137,146,31621,0.0279,613,0.319,0,0.029,Long-form,0.352,0.005,0.159,0.42,0.103,0.312,0.241,0.758,0,445.47,0.042
inf_101596,Drew Robinson,Instagram,Tech,India,15102,6008,2.51,361,2020,2059,2,447,51,1476,0.0216,787,0.1,0,0.436,Carousel,0.656,0.028,0.05,0.231,0.123,0.568,0.368,0.629,0.003,1615.46,0
inf_101597,Drew Thomas,Instagram,Tech,United States,12676,147,86.23,215,2016,3329,7,97,11,188,0.0113,339,0.503,0,0.198,Reel,0.419,0.004,0.053,0.242,0.086,0.615,0.297,0.702,0,5000,0.04
inf_101598,Parker White,Instagram,Art,France,4082,443,9.21,13,2018,2719,2,60,4,121,0.0212,45,0.241,0,-0.268,Photo,0.142,0.019,0.255,0.309,0.177,0.241,0.822,0.173,0.005,1134.26,0.001
inf_101599,Sydney Martinez,TikTok,Food,France,952,40,23.8,99,2016,3499,3,22,1,933,0.02,42,0.368,0,-0.16,Short,0.281,0.03,0.107,0.481,0.021,0.361,0.744,0.249,0.008,1952.35,0.007
inf_101600,Parker Robinson,Instagram,Education,United States,14571,3013,4.84,65,2022,1201,4,453,49,1043,0.0274,307,0.172,0,0.134,Photo,0.019,0.002,0.11,0.365,0.1,0.422,0.792,0.207,0,872.51,0
inf_101601,Alex Davis,Instagram,Tech,Japan,1682,403,4.17,173,2021,1664,3,52,8,124,0.0388,-67,0.365,0,0.055,Reel,0.235,0.009,0.179,0.278,0.08,0.455,0.183,0.812,0.005,248.69,0.021
inf_101602,Quinn Martin,Instagram,Photography,Mexico,210432,27811,7.57,148,2023,875,8,7689,1092,19906,0.0292,2711,0.463,0,0.328,Photo,0.176,0.035,0.129,0.386,0.121,0.329,0.363,0.636,0.001,518.03,0
inf_101603,Jordan Rodriguez,Instagram,Education,Kenya,15917,5124,3.11,131,2016,3430,1,315,12,1229,0.0282,390,0.053,0,0.457,Carousel,0,0.069,0.107,0.422,0.049,0.352,0.674,0.324,0.002,1351.92,0.088
inf_101604,Sydney Martinez,Instagram,Food,Kenya,2523,404,6.25,76,2022,1251,4,49,2,181,0.0147,42,0.302,0,0.367,Carousel,0.53,0.019,0.094,0.126,0.054,0.706,0.859,0.141,0,1178.68,0.07
inf_101605,Finley Perez,YouTube,Education,Brazil,3326,335,9.93,30,2020,1923,6,90,2,6470,0.0359,-7,0.323,0,0.015,Long-form,0.04,0.041,0.32,0.223,0.076,0.34,0.575,0.419,0.005,523.85,0
inf_101606,Dakota Walker,Instagram,Beauty,Indonesia,5506,1077,5.11,271,2016,3350,5,95,2,106,0.026,131,0.437,0,0.351,Carousel,0.044,0.011,0.233,0.231,0.049,0.476,0.439,0.558,0.002,1849.42,0
inf_101607,Charlie Jackson,TikTok,Fitness,India,5025,198,25.38,424,2019,2411,9,65,3,9814,0.015,78,0.385,0,0.402,Short,0.429,0.031,0.257,0.197,0.107,0.408,0.428,0.571,0.001,3226.4,0
inf_101608,Alex Moore,Instagram,Entertainment,India,38151,8426,4.53,577,2018,2799,7,761,112,965,0.0266,-1898,0.467,0,0.074,Carousel,0.323,0.062,0.191,0.277,0.114,0.356,0.342,0.657,0.001,1146.46,0
inf_101609,Parker Kumar,YouTube,Lifestyle,Japan,11921,5018,2.38,12,2022,1159,2,235,38,26439,0.0193,-355,0.652,0,-0.507,Long-form,0,0.012,0.142,0.18,0.181,0.485,0.168,0.826,0.006,1790.88,0.012
inf_101610,Blake Lewis,TikTok,Tech,Canada,2286,808,2.83,269,2017,3271,4,13,1,3093,0.0052,44,0.388,0,-0.268,Short,0.448,0.025,0.101,0.108,0.164,0.602,0.593,0.406,0,2049.38,0
inf_101611,Elliot Taylor,YouTube,Health,Mexico,182133,49869,3.65,259,2018,2870,6,1995,219,466584,0.011,5896,0.579,0,-0.152,Long-form,0.388,0.018,0.214,0.228,0.111,0.428,0.485,0.51,0.005,698.16,0.013
inf_101612,Sydney Nguyen,YouTube,Fitness,France,9572,2946,3.25,588,2019,2236,4,226,30,27230,0.0209,-128,0.034,0,-0.02,Live,0.521,0.065,0.335,0.423,0.011,0.166,0.191,0.807,0.002,1328.32,0.02
inf_101613,Dakota Smith,Instagram,Food,Japan,21862,3877,5.64,58,2021,1796,4,381,65,857,0.0196,702,0.083,0,-0.125,Carousel,0.23,0.018,0.059,0.278,0.132,0.513,0.302,0.697,0.001,4447.76,0
inf_101614,Sydney Wilson,Instagram,Travel,Philippines,2414,685,3.52,271,2020,2165,8,20,3,50,0.0135,60,0.181,0,-0.035,Carousel,0.596,0.021,0.309,0.488,0.183,0,0.469,0.531,0.001,1963.92,0.086
inf_101615,Riley Anderson,YouTube,Gaming,Spain,15816,4519,3.5,11,2024,641,6,591,17,29945,0.0271,68,0.158,0,0.237,Long-form,0.287,0.022,0.153,0.276,0.044,0.505,0.55,0.448,0.001,275.98,0
inf_101616,Blake Harris,Twitter,Finance,Mexico,7276,4164,1.75,200,2024,594,9,241,14,383,0.0264,166,0.278,0,0.134,Image,0.272,0.042,0.204,0.207,0.278,0.27,0.647,0.345,0.008,979.21,0.011
inf_101617,Reese Clark,YouTube,Fitness,Mexico,500,74,6.76,86,2019,2256,4,3,0,1401,0.0112,11,0.278,1,-0.092,Live,0.223,0.013,0.18,0.2,0.03,0.577,0.364,0.635,0,4566.06,0.031
inf_101618,Harper Gonzalez,YouTube,Lifestyle,India,222399,56404,3.94,293,2020,2115,4,7872,933,326726,0.0369,99168,0.756,1,0.114,Long-form,0.324,0.021,0.141,0.168,0.021,0.649,0.287,0.71,0.002,1036.05,0
inf_101619,Casey Robinson,TikTok,Health,Japan,58134,9250,6.28,398,2021,1545,5,639,85,43624,0.0099,2193,0.194,0,0.243,Short,0.174,0,0.124,0.086,0.203,0.587,0.317,0.68,0.002,860.33,0
inf_101620,Kai Nguyen,YouTube,Gaming,Germany,4685,891,5.26,91,2019,2425,6,64,4,11053,0.0184,-100,0.304,0,0.19,Long-form,0.043,0.03,0.256,0.09,0.114,0.51,0.471,0.526,0.003,1084.78,0.035
inf_101621,Sam Taylor,Instagram,Finance,Australia,1094,143,7.65,149,2020,1891,3,33,5,54,0.0286,-13,0.562,0,0.022,Reel,0.223,0.009,0.364,0.319,0.2,0.109,0.861,0.138,0,876.76,0.076
inf_101622,Charlie Wang,YouTube,Finance,Japan,15427,5359,2.88,25,2018,2609,2,270,24,10606,0.0171,838,0.573,0,0.097,Long-form,0.116,0.031,0.267,0.35,0.176,0.175,0.464,0.535,0.001,1407.02,0
inf_101623,Jamie Patel,Twitter,Lifestyle,Australia,5081,1063,4.78,108,2023,979,2,137,24,368,0.0354,185,0.298,0,0.053,Thread,0.242,0.077,0.155,0.05,0.041,0.677,0.169,0.821,0.009,559.58,0
inf_101624,Hayden Miller,Instagram,Finance,Spain,11287,4000,2.82,90,2019,2515,4,159,3,479,0.0198,329,0.375,0,-0.05,Reel,0.17,0.058,0.304,0.405,0.043,0.19,0.426,0.572,0.002,926.99,0
inf_101625,Emerson Garcia,YouTube,Food,United Kingdom,12020,899,13.37,40,2021,1558,1,194,7,22090,0.0134,407,0.219,0,0.268,Shorts,0.224,0.056,0.173,0.186,0.017,0.568,0.497,0.495,0.008,1500.1,0
inf_101626,Emerson White,Instagram,Travel,United States,14362,1730,8.3,450,2019,2521,5,321,21,953,0.0261,634,0.285,0,0.342,Photo,0.155,0.005,0.257,0.088,0.198,0.452,0.622,0.377,0.001,1601.72,0.024
inf_101627,Jamie Rodriguez,YouTube,Fashion,Spain,89632,16429,5.46,32,2018,2788,1,71,1,54847,0.001,1256,0.241,0,-0.17,Long-form,0.144,0.04,0.204,0.052,0.113,0.591,0.639,0.358,0.002,3045.31,0
inf_101628,Drew Clark,Instagram,Fashion,Nigeria,15856,4190,3.78,202,2019,2538,1,477,69,1158,0.0253,-22,0.173,0,0.784,Photo,0.221,0.005,0.134,0.17,0.165,0.527,0.729,0.268,0.003,960.39,0.04
inf_101629,Reese Hall,YouTube,Lifestyle,Germany,1648,278,5.93,442,2017,3159,7,71,2,2082,0.0366,44,0.368,0,-0.279,Shorts,0.466,0.033,0.28,0.26,0.06,0.368,0.677,0.314,0.008,1017.34,0
inf_101630,Parker Walker,TikTok,Fashion,Spain,65223,30037,2.17,486,2018,2797,4,79,11,190979,0.0015,601,0.237,0,0.054,Short,0.426,0.129,0.408,0.208,0.042,0.213,0.26,0.738,0.001,5000,0
inf_101631,Jules Harris,Instagram,Parenting,Canada,88198,7255,12.16,315,2024,512,5,1812,51,2081,0.0158,4981,0.234,0,0.257,Reel,0.364,0.041,0.197,0.197,0.107,0.458,0.267,0.731,0.002,1560.02,0
inf_101632,Dakota Smith,YouTube,Fitness,Japan,1371036,295933,4.63,39,2017,3095,5,8844,534,1515535,0.0056,76821,0.219,0,0.156,Long-form,0.087,0.004,0.337,0.104,0.077,0.477,0.866,0.132,0.002,5000,0.018
inf_101633,Charlie Garcia,TikTok,Beauty,Nigeria,1221,508,2.4,340,2016,3437,8,26,4,3471,0.0248,45,0.231,0,-0.218,Short,0.299,0.023,0.175,0.257,0.049,0.496,0.668,0.331,0.001,367.48,0
inf_101634,Drew Lee,Twitter,Travel,India,6524,3124,2.09,65,2016,3407,7,256,44,1011,0.0418,-185,0.185,0,0.146,Link,0.155,0.032,0.27,0.212,0.036,0.449,0.51,0.49,0.001,767.06,0.034
inf_101635,Robin Miller,Instagram,Lifestyle,Indonesia,500,71,7.04,511,2017,2964,8,16,1,55,0.0287,-11,0.341,0,0.503,Reel,0.241,0.007,0.055,0.228,0.181,0.529,0.352,0.648,0.001,4113.72,0
inf_101636,Kai Wilson,Instagram,Education,Spain,15481,856,18.09,247,2017,3161,3,226,39,277,0.019,-456,0.124,0,0.033,Reel,0.397,0.002,0.167,0.296,0.056,0.481,0.617,0.379,0.004,1873.67,0
inf_101637,Drew Gonzalez,Instagram,Gaming,Indonesia,2657,556,4.78,308,2016,3443,4,2,0,50,0.001,41,0.323,1,-0.372,Photo,0.064,0.096,0.111,0.333,0.23,0.231,0.066,0.929,0.005,5000,0.034
inf_101638,Quinn Brown,Twitter,Food,United States,96004,5105,18.81,18,2016,3599,1,1129,97,2484,0.0105,3618,0.244,0,-0.352,Text,0.134,0.07,0.086,0.291,0.142,0.41,0.648,0.349,0.003,852.56,0.016
inf_101639,Hayden Hall,Twitter,Food,United Kingdom,1280,214,5.98,175,2023,800,6,30,4,102,0.0233,1,0.629,0,0.328,Text,0.171,0.003,0.05,0.234,0.087,0.626,0.698,0.301,0.001,950.86,0
inf_101640,Robin Miller,YouTube,Lifestyle,Philippines,592,119,4.97,344,2017,3214,6,17,1,265,0.027,-6,0.415,0,-0.069,Shorts,0.176,0.009,0.271,0.283,0.01,0.426,0.329,0.668,0.004,4256.63,0
inf_101641,Robin Davis,TikTok,Entertainment,Kenya,3468,343,10.11,396,2021,1822,2,93,5,2886,0.0261,45,0.455,0,0.019,Short,0.326,0.008,0.118,0.321,0.11,0.442,0.592,0.408,0,602.49,0.056
inf_101642,Kai Clark,YouTube,Photography,Australia,500,108,4.63,6,2018,2737,3,13,1,810,0.0344,-7,0.41,0,0.132,Long-form,0.149,0.011,0.115,0.191,0.112,0.571,0.469,0.53,0.001,1252.44,0
inf_101643,Jules Harris,YouTube,Travel,Canada,29422,6757,4.35,560,2018,2569,5,349,28,21350,0.0128,529,0.851,1,-0.827,Live,0.577,0.031,0.304,0.326,0.103,0.236,0.19,0.802,0.008,563.26,0
inf_101644,Kai Jackson,Instagram,Finance,Brazil,500,105,4.76,9,2016,3550,4,13,0,50,0.0267,169,0.694,1,0.293,Reel,0.463,0.113,0.116,0.247,0.141,0.383,0.534,0.465,0,678.94,0
inf_101645,Finley White,TikTok,Gaming,Canada,7716,2017,3.83,191,2024,476,2,164,5,19414,0.0175,-75,0.274,0,0.607,Live,0.303,0.022,0.251,0.296,0.063,0.368,0.08,0.919,0.001,1252.07,0.002
inf_101646,Avery Moore,Instagram,Tech,Japan,500,92,5.43,236,2016,3399,3,9,1,50,0.0164,7,0.301,0,-0.063,Photo,0.097,0.013,0.188,0.219,0.124,0.456,0.609,0.388,0.003,1117.82,0
inf_101647,Parker Lee,TikTok,Gaming,Japan,4416,803,5.5,23,2020,1843,3,61,7,6574,0.0147,162,0.231,0,0.038,Short,0.234,0.045,0.264,0.303,0.242,0.146,0.283,0.714,0.002,1434.86,0.033
inf_101648,Morgan Kumar,TikTok,Fashion,Germany,102219,16345,6.25,10,2020,2157,5,3212,275,273093,0.0228,-3636,0.399,0,0.251,Short,0.275,0.01,0.407,0.107,0.139,0.338,0.389,0.61,0.001,2107.53,0
inf_101649,Robin Martinez,TikTok,Fitness,Indonesia,13128,2621,5.01,307,2021,1461,4,9,1,8818,0.001,197,0.215,0,-0.064,Short,0.511,0.006,0.124,0.05,0.24,0.581,0.148,0.848,0.004,5000,0.034
inf_101650,Morgan Martinez,Instagram,Health,Kenya,1604,118,13.59,97,2022,1318,1,7,0,50,0.0062,-85,0.531,1,0.341,Reel,0.056,0.041,0.248,0.132,0.136,0.443,0.673,0.325,0.002,2199.63,0.015
inf_101651,Elliot Martinez,Instagram,Entertainment,India,6077,1541,3.94,23,2016,3629,4,265,35,654,0.0501,14,0.503,0,0.174,Photo,0.107,0.091,0.231,0.157,0.172,0.35,0.578,0.414,0.008,147.71,0
inf_101652,Charlie Lee,Instagram,Food,Indonesia,6576,1305,5.04,288,2020,1863,2,83,13,98,0.0162,203,0.318,0,0.434,Reel,0.326,0.041,0.122,0.504,0.071,0.262,0.317,0.682,0.001,1355.23,0.039
